name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
vodka diaries,2018,120,"Mystery, Thriller",5.6,1287,Kushal Srivastava,kay kay menon,raima sen,mandira bedi
vroom,2010,130,"Action, Comedy, Crime",5.4,30,Savin Tuscano,raj singh arora,gaurav bajaj,kalpana bora
w,2014,137,"Crime, Musical, Thriller",6.6,47,Tarun Madan Chopra,leeza mangaldas,lezlie tripathy,sonal giani
waah! tera kya kehna,2002,100,"Action, Comedy, Crime",3.7,257,Manoj Agrawal,govinda,raveena tandon,preeti jhangiani
waaris,1988,150,Drama,6.7,142,Ravindra Peepat,smita patil,amrita singh,raj babbar
wafaa,1972,110,"Action, Crime, Drama",3.8,11,Ramanna,sanjay khan,rakhee gulzar,heena kausar
wafaa,2008,120,"Drama, Mystery, Romance",3.7,77,Rakesh Sawant,rajesh khanna,shahib chopra,laila khan
wafadaar,1985,190,"Comedy, Drama",4.5,31,Narayana Rao Dasari,pilla srinivas,rajinikanth,padmini kolhapure
wah taj,2016,125,Drama,5.4,118,Ajit Sinha,shreyas talpade,manjari fadnnis,amitabh bachchan
wahan ke log,1967,130,"Action, Adventure, Drama",5.5,33,Nisar Ahmad Ansari,pradeep kumar,tanuja,nilofar
waiting,2015,92,"Comedy, Drama",7.2,1699,Anu Menon,naseeruddin shah,kalki koechlin,jennifer antony
wajah tum ho,2016,136,"Drama, Mystery, Romance",4.4,1153,Vishal Pandya,sharman joshi,sana khaan,gurmeet choudhary
wajood,1998,180,"Action, Crime, Drama",6.9,584,N. Chandra,nana patekar,madhuri dixit,mukul dev
wake up india,2013,130,Drama,6.7,14,Babloo Seshadri,elisha kriis,asrani,milind gunaji
wake up sid,2009,138,"Comedy, Drama, Romance",7.6,29167,Ayan Mukherjee,ranbir kapoor,konkona sen sharma,supriya pathak
walking with the wind,2017,79,Drama,6.6,28,Praveen Morchhale,ajay chourey,rigzin dolkar,phuntsog dolma
wanted,2009,147,"Action, Crime, Thriller",6.6,22173,Prabhu Deva,salman khan,ayesha takia,vinod khanna
wanted: dead or alive,1984,145,"Action, Crime, Drama",6.5,36,Ambrish Sangal,mithun chakraborty,tina ambani,asrani
wanton,2020,90,"Crime, Thriller",4.5,124,Jaimin Bal,aryan neeraaj anand,vipin bhardwaj,pooja chauhan
waqt,1965,178,"Drama, Romance",7.8,1244,Yash Chopra,sunil dutt,sadhana,raaj kumar
waqt hamara hai,1993,148,"Action, Comedy, Romance",6.0,1478,Bharat Rangachary,akshay kumar,sunil shetty,ayesha jhulka
waqt ki awaz,1988,156,"Action, Crime, Drama",6.3,97,K. Bapaiah,vikas anand,asrani,mithun chakraborty
waqt ki deewar,1981,156,"Action, Crime, Drama",5.9,27,Ravi Tandon,sanjeev kumar,jeetendra,shatrughan sinha
waqt: the race against time,2005,153,"Comedy, Drama, Family",6.8,9478,Vipul Amrutlal Shah,amitabh bachchan,akshay kumar,priyanka chopra jonas
war,2019,154,"Action, Adventure, Thriller",6.5,20894,Siddharth Anand,hrithik roshan,tiger shroff,vaani kapoor
war and peace,2002,148,"Documentary, War",8.0,129,Anand Patwardhan,anand patwardhan,,
war chhod na yaar,2013,119,"Comedy, War",5.4,936,Faraz Haider,sharman joshi,soha ali khan,javed jaffrey
wardat,1981,133,"Action, Thriller",6.8,51,Ravikant Nagaich,mithun chakraborty,kaajal kiran,shakti kapoor
waris,1954,122,"Drama, Family",6.4,9,Nitin Bose,talat mahmood,suraiya,nadira
warning,2013,109,"Adventure, Thriller",4.6,236,Gurmmeet Singh,vishal chaturvedi,santosh barmola,jitin gulati
warrant,1975,95,"Action, Thriller",7.1,97,Pramod Chakravorty,dev anand,zeenat aman,pran
warrior savitri,2016,136,"Action, Thriller",4.1,294,Param Gill,niharica raizada,rajat barmecha,om puri
watan ke rakhwale,1987,149,"Action, Drama, Thriller",5.7,108,Rama Rao Tatineni,sunil dutt,dharmendra,mithun chakraborty
water,2005,117,Drama,7.7,14461,Deepa Mehta,lisa ray,john abraham,seema biswas
waterschool,2018,67,Documentary,6.3,60,Tiffanie Hsu,,,
wazir,2016,103,"Action, Crime, Drama",7.1,17809,Bejoy Nambiar,amitabh bachchan,farhan akhtar,aditi rao hydari
we are family,2010,115,"Comedy, Drama, Family",5.6,2975,Siddharth Malhotra,kareena kapoor,kajol,arjun rampal
we r friends,2006,110,Drama,4.8,13,Jaidev Chakraborty,addy,ashok asrani,bhupindder bhoopii
wedding anniversary,2017,108,Drama,4.9,82,Shekhar S. Jha,nana patekar,mahie gill,priyanshu chatterjee
wedding pullav,2015,124,"Comedy, Romance",3.8,185,Binod Pradhan,diganth,anushka ranjan,sonnalli seygall
welcome,2007,159,"Comedy, Romance",6.9,19527,Anees Bazmee,akshay kumar,katrina kaif,nana patekar
welcome 2 karachi,2015,131,"Action, Comedy, War",4.3,1123,Ashish R. Mohan,arshad warsi,jackky bhagnani,lauren gottlieb
welcome back,2015,152,"Action, Comedy, Crime",4.2,5656,Anees Bazmee,john abraham,anil kapoor,nana patekar
welcome home,2020,126,"Crime, Drama, Horror",7.5,2413,Pushkar Mahabal,kashmira irani,swarda thigle,shashi bhushan
welcome m1ll10ns,2018,117,"Crime, Mystery, Thriller",6.0,11,Milroy Goes,sohan borcar,joanne da cunha,razak khan
welcome on board,2020,78,Drama,7.9,9,Mohsin Abrar,bandana basnett,renuka arora bhagat,muhammad fazrul
welcome to london,2012,109,"Drama, Romance, Thriller",5.2,133,Asad Shan,asad shan,sabeeka imam,metin ahmet
welcome to new york,2018,118,"Comedy, Drama",1.6,774,Chakri Toleti,richard harris,jasmine kaur,sonakshi sinha
welcome to sajjanpur,2008,133,"Comedy, Drama",6.9,3096,Shyam Benegal,shreyas talpade,amrita rao,ravi kishan
well done abba!,2009,144,Comedy,7.3,1747,Shyam Benegal,boman irani,minissha lamba,sammir dattani
what are the odds?,2019,92,Drama,5.4,597,Megha Ramaswamy,yashaswini dayama,karanvir malhotra,abhay deol
what if?,2006,115,Drama,6.5,673,Naseeruddin Shah,paresh rawal,irrfan khan,jimmy sheirgill
what the fish,2013,98,"Adventure, Comedy, Drama",5.0,191,Gurmmeet Singh,manu rishi chadha,naresh gosain,dimple kapadia
what's your raashee?,2009,195,"Comedy, Drama, Romance",4.6,2627,Ashutosh Gowariker,harman baweja,priyanka chopra jonas,anjan srivastav
when hari got married,2013,75,"Documentary, Family",7.0,168,Ritu Sarin,tenzing sonam,,
when kiran met karen,2008,101,"Drama, Romance",4.9,87,Manan Katohora,ammara ali,chriselle almeida,samrat chakrabarti
when love calls,1989,192,"Drama, Musical, Romance",7.3,11486,Sooraj R. Barjatya,salman khan,bhagyashree,alok nath
when obama loved osama,2018,116,Comedy,4.9,34,Sudhish Kumar Sharma,amrita acharya,muntazir ahmad,kimti anand
when one falls in love,1998,154,"Comedy, Drama, Romance",5.8,2589,Deepak Sareen,salman khan,twinkle khanna,johnny lever
where has the time gone?,2017,112,Drama,5.5,83,Madhur Bhandarkar,aleksey fedorchenko,zhangke jia,jahmil x.t. qubeka
"where to, miss?",2016,83,"Documentary, Biography, Family",7.5,31,Manuela Bastian,,,
white rainbow,2004,94,Drama,6.8,107,Dharan Mandrayar,sonali kulkarni,amardeep jha,amruta subhash
who,2018,153,"Mystery, Sci-Fi",5.1,260,Ajay Devaloka,sajin saleem,akhil,arjun
who's there?,2011,130,"Horror, Thriller",3.9,15,Ejaz Ahmed,rajbeer singh,kalpana mathur,gagan kang
why cheat india,2019,121,"Crime, Drama",6.0,2442,Soumik Sen,emraan hashmi,shreya dhanwanthary,snighdadeep chatterji
will you marry me,2012,135,Comedy,4.5,113,Aditya Datt,shreyas talpade,rajeev khandelwal,mugdha godse
win marathon,2018,94,"Drama, Sport",9.0,70,Aryan Neeraaj Anand,shubhanshu satyadeo,aryan neeraaj anand,ankita bahuguna
winner,2003,145,"Action, Comedy, Drama",6.4,310,Sundar C.,prashanth,kiran rathod,vadivelu
wishlist,2020,93,Drama,4.8,122,Rahat Kazmi,jitendra rai,hina khan,monica aggarwal
with luv... tumhaara,2006,120,"Drama, Romance",6.2,23,Kamal Nathani,pankaj berry,parvin dabas,sanjeev giriwer
woh 7 din,1983,139,"Drama, Romance",7.6,1145,Bapu,anil kapoor,padmini kolhapure,naseeruddin shah
woh jo hasina,1983,121,Romance,4.6,10,Deepak Bahry,mithun chakraborty,ranjeeta kaur,pran
woh kaun thi?,1964,140,"Drama, Mystery, Romance",7.6,960,Raj Khosla,sadhana,manoj kumar,parveen choudhary
woh lamhe...,2006,156,"Biography, Drama, Romance",6.4,1307,Mohit Suri,kangana ranaut,shiney ahuja,shaad randhawa
woh main nahin,1974,142,Thriller,7.1,30,Mohan Segal,navin nischol,rekha,padmini kapila
woh tera naam tha,2004,150,Romance,6.4,32,Kuku Kohli,arjan bajwa,rajat bedi,gaurav chanana
wohi bhayanak raat,1989,82,Horror,3.3,17,Vinod Talwar,rakesh bedi,leena das,dhanraj
woman from the east,2013,120,"Drama, Family",7.6,14,Jeet Matharru,pakhi hegde,sukhbir singh batth,nirmal rishi
writing with fire,2021,92,Documentary,8.1,106,Sushmit Ghosh,rintu thomas,meera devi,shyamkali devi
wrong number,2003,121,"Mystery, Thriller",3.9,57,Jignesh V. Vaishnav,parvin dabas,yash tonk,richa pallod
x ray: the inner image,2019,93,Thriller,3.4,40,Rajiv S. Ruia,yashi kapoor,rahul sharma,
x zone,2020,97,Thriller,2.7,50,Faisal Kapdi,kapil arya,hrishitaa bhatt,moin khan
x: past is present,2015,105,"Drama, Mystery, Romance",5.2,631,Hemant Gaba,pratim d. gupta,sudhish kamath,nalan kumarasamy
xcuse me,2003,152,Comedy,5.7,798,N. Chandra,sharman joshi,sahil khan,anil chaudhary
y.m.i. yeh mera india,2008,137,"Crime, Drama, Thriller",7.7,905,N. Chandra,anupam kher,atul kulkarni,milind gunaji
ya rab,2014,120,"Action, Crime, Drama",5.9,278,Hasnain Hyderabadwala,indrapal ahuja,neha baam,vikram dahiya
yaad rakhegi duniya,1992,153,"Drama, Romance",6.5,106,Deepak Anand,aditya pancholi,rukhsar rehman,tinnu anand
yaadein...,2001,171,"Musical, Drama, Romance",4.4,3316,Subhash Ghai,hrithik roshan,jackie shroff,kareena kapoor
yaadon ki zanjeer,1984,128,Drama,5.4,18,Shibu Mitra,sunil dutt,shashi kapoor,reena roy
yaan,2014,153,"Action, Thriller",3.5,341,Ravi K. Chandran,jiiva,thulasi nair,nassar
yaar gaddar,1994,155,"Action, Drama",3.7,120,Umesh Mehra,saif ali khan,sweta,somy ali
yaar mera,1972,138,"Action, Drama, Romance",4.2,10,Atma Ram,jeetendra,rakhee gulzar,jayant
yaara,2020,130,"Action, Crime, Drama",6.3,3955,Tigmanshu Dhulia,vidyut jammwal,amit sadh,mohommed ali shah
yaara silly silly,2015,108,Romance,5.6,239,Subhash Sehgal,parambrata chattopadhyay,paoli dam,eva grover
yaarana,1981,138,"Action, Comedy, Drama",7.1,1676,Rakesh Kumar,amitabh bachchan,neetu singh,tanuja
yaariyan,2014,145,"Drama, Romance",2.7,3187,Divya Khosla Kumar,himansh kohli,rakul preet singh,nicole faria
yaaron ka yaar,1977,150,Action,7.0,9,A. Bhimsingh,shatrughan sinha,leena chandavarkar,prem nath
yadon ki kasam,1985,137,Action,6.0,32,Vinod Dewan,mithun chakraborty,zeenat aman,shakti kapoor
yagavarayinum naa kakka,2015,151,Thriller,6.6,504,Sathya Prabhas Pinisetty,aadhi,nikki galrani,mithun chakraborty
yahan sabhi gyani hain,2020,115,Comedy,5.1,244,Anant Tripathi,atul srivastava,neeraj sood,apoorva arora
yahudi,1958,170,"Action, Drama, Romance",7.2,216,Bimal Roy,sohrab modi,dilip kumar,meena kumari
yakeen,1969,138,"Action, Crime, Romance",7.0,85,Brij,dharmendra,sharmila tagore,david abraham
yakeen,2005,116,"Drama, Thriller",5.1,698,Girish Dhamija,arjun rampal,priyanka chopra jonas,kim sharma
yakshi faithfully yours,2012,90,"Horror, Romance, Sci-Fi",3.3,29,Abhiram,ambika,mohan avanthika,devan
yalgaar,1992,192,"Action, Drama, Thriller",5.4,419,Feroz Khan,feroz khan,sanjay dutt,kabir bedi
yamdas,2014,77,Drama,6.7,15,Justin John,priya gamre,swati kaushik,sejal khanna
yamini,2001,120,"Crime, Drama",3.2,11,U.C. Roshan,meera,prathapachandran,ragini
yamla pagla deewana 2,2013,154,"Action, Comedy",3.4,1820,Sangeeth Sivan,dharmendra,sunny deol,bobby deol
yamla pagla deewana phir se,2018,145,"Action, Comedy, Drama",4.5,1100,Navaniat Singh,dharmendra,sunny deol,bobby deol
yaraana,1995,125,"Action, Drama, Musical",4.7,344,David Dhawan,rishi kapoor,madhuri dixit,raj babbar
yash,1996,132,Musical,5.4,13,Sharad Sharan,bijay anand,kartika rane,parikshit sahni
yash raaj aur film!,2015,117,Comedy,6.1,14,Ranveer Pratap Singh,vishal acharya,kirit aray,akshay bhagat
yashoda krishna,1975,175,"Drama, Family, Music",4.4,10,Rao C.S.R.,jamuna,s.v. ranga rao,sridevi
yateem,1988,173,"Action, Drama",6.3,197,J.P. Dutta,sunny deol,farha naaz,danny denzongpa
yatra,2006,129,Drama,6.4,132,Goutam Ghose,rekha,nana patekar,deepti naval
ye stupid pyar,2011,106,Romance,4.6,10,Jain Rakesh,jatin khurana,noopur patwardhan,akansha
yea toh two much ho gayaa,2016,126,"Action, Comedy, Drama",3.4,115,Anwer Khan,jimmy sheirgill,pooja chopra,arbaaz khan
yeh ballet,2020,117,Drama,7.6,1126,Sooni Taraporevala,julian sands,jim sarbh,sarah jane dias
yeh desh,1984,150,"Action, Drama",5.8,38,Rama Rao Tatineni,jeetendra,kamal haasan,zeenat aman
yeh dil,2003,147,"Drama, Romance",3.9,200,Teja,tusshar kapoor,anita hassanandani reddy,chetana das
yeh dil aashiqanaa,2002,152,"Action, Romance",4.3,273,Kuku Kohli,karann nathh,jividha sharma,aruna irani
yeh dil kisko doon,1963,116,"Drama, Romance",5.4,19,K. Mishra,shashi kapoor,ragini,agha
yeh dil ramta jogi,2014,98,"Action, Crime, Drama",6.4,10,Swaroop Kanchi,swaroop kanchi,cajole kapoor,anil kumar
yeh dillagi,1994,155,"Comedy, Drama, Musical",6.0,4348,Naresh Malhotra,kajol,akshay kumar,saif ali khan
yeh dooriyan,2011,107,"Drama, Romance",4.7,86,Deepshikha Nagpal,deepshikha nagpal,inder kumar,delnaaz irani
yeh gulistan hamara,1972,134,"Action, Drama",6.8,29,Atma Ram,dev anand,sharmila tagore,pran
yeh hai bakrapur,2014,95,"Comedy, Drama",3.6,233,Janaki Vishwanathan,anshuman jha,suruchi aulakh,asif basra
yeh hai chakkad bakkad bumbe bo,2003,90,Adventure,6.6,9,Sridhar Rangayan,tom alter,mona ambegaonkar,aardra athalye
yeh hai india,2017,128,"Action, Adventure, Drama",5.2,175,Lom Harsh,gavie chahal,mohan agashe,mohan joshi
yeh hai jalwa,2002,165,"Comedy, Drama, Romance",4.7,2443,David Dhawan,rishi kapoor,salman khan,ameesha patel
yeh hai malegaon ka superman,2009,82,"Comedy, Family",7.5,70,Nasir Shaikh,,,
yeh hai mumbai meri jaan,1999,148,"Action, Comedy, Romance",4.4,263,Mahesh Bhatt,saif ali khan,twinkle khanna,chunky panday
yeh hai pyar ka mausam,2001,108,Crime,3.3,11,Rajesh Bakshi,rajat bakshi,rajesh bakshi,prem chabra
yeh jawaani hai deewani,2013,160,"Drama, Musical, Romance",7.1,39863,Ayan Mukherjee,ranbir kapoor,deepika padukone,aditya roy kapoor
yeh jo mohabbat hai,2012,147,Drama,5.2,76,Shree Narayan Singh,rati agnihotri,mohnish bahl,nazia hussain
yeh kaisa insaf?,1980,140,Drama,4.4,15,Narayana Rao Dasari,vinod mehra,shabana azmi,sarika
yeh kaisa tigdam,2018,133,Drama,6.1,10,Ismail Darbar,ashutosh rana,sakshi chaudhary,ajaz khan
yeh kaisi mohabbat,2002,160,"Musical, Drama, Romance",3.8,32,Dinkar Kapur,krishna abhishek,viveka babajee,sheeba bhakri
yeh lamhe judaai ke,2004,135,"Drama, Mystery, Romance",3.7,1636,Pavan Kaul,birendra nath tiwari,shah rukh khan,raveena tandon
yeh majhdhaar,1996,139,"Drama, Romance",4.9,1214,Esmayeel Shroff,salman khan,manisha koirala,rahul roy
yeh raaste hain pyaar ke,2001,149,"Action, Drama, Romance",4.1,685,Deepak S. Shivdasani,ajay devgn,madhuri dixit,preity zinta
yeh raat phir na aayegi,1992,117,Horror,3.4,17,Nusrat Sayyed,jeetendra,meenakshi sheshadri,sadashiv amrapurkar
yeh rastey hain pyar ke,1963,150,"Crime, Drama, Romance",6.0,49,R.K. Nayyar,ashok kumar,sunil dutt,leela naidu
yeh saali aashiqui,2019,137,"Drama, Romance, Thriller",8.0,3265,Cherag Ruparel,vardhan puri,shivaleeka oberoi,ruslaan mumtaz
yeh saali zindagi,2011,130,"Crime, Drama, Thriller",7.5,4489,Sudhir Mishra,irrfan khan,chitrangda singh,arunoday singh
yeh suhaagraat impossible,2019,92,Comedy,8.6,500,Abhinav Thakur,preetika chauhan,aarav mavi,aloknath pathak
yeh to kamaal ho gaya,1982,136,"Action, Comedy, Drama",6.5,34,Rama Rao Tatineni,kamal haasan,poonam dhillon,ranjeet
yeh vaada raha,1982,138,"Romance, Musical, Drama",7.2,311,Kapil Kapoor,rishi kapoor,tina ambani,poonam dhillon
yeh zindagi ka safar,2001,146,"Drama, Romance",3.0,146,Tanuja Chandra,ameesha patel,jimmy sheirgill,nafisa ali
yeh zindagi kitni haseen hai,1966,159,"Drama, Romance, Thriller",5.2,9,R.K. Nayyar,saira banu,joy mukherjee,ashok kumar
yehi hai high society,2005,132,Thriller,4.8,14,Ravi Sinha,aaryan,abhay bhargava,dinesh hingoo
yehi hai zindagi,1977,133,"Comedy, Drama",6.4,115,K.S. Sethumadhavan,sanjeev kumar,utpal dutt,david abraham
yes boss,1997,163,"Comedy, Drama, Musical",6.8,12714,Aziz Mirza,shah rukh khan,juhi chawla,aditya pancholi
yeshwant,1997,145,"Action, Crime, Drama",7.2,1063,Anil Mattoo,nana patekar,madhoo,atul agnihotri
yodha,1991,142,"Action, Drama",4.6,162,Rahul Rawail,sunny deol,sanjay dutt,sangeeta bijlani
you are my sunday,2016,119,"Comedy, Drama",7.8,1459,Milind Dhaimade,barun sobti,shahana goswami,avinash tiwary
youngistaan,2014,133,"Drama, Romance",5.1,1843,Syed Ahmad Afzal,jackky bhagnani,neha sharma,farooq shaikh
"your home, my home",2001,175,"Comedy, Drama",5.7,803,Priyadarshan,sunil shetty,mahima chaudhry,paresh rawal
yours truly,2018,84,Drama,5.9,102,Sanjoy Nag,soni razdan,aahana kumra,pankaj tripathi
youth,2016,124,Drama,7.0,15,Rakesh Kudalkar,akshay waghmare,neha mahajan,akshay mhatre
yudh,1985,155,"Action, Crime, Drama",6.2,174,Rajiv Rai,jackie shroff,anil kapoor,tina ambani
yug the law of karma,2021,75,"Action, Crime, Drama",7.7,10,Dilip Kumar,vinod kumar,dilip kumar,saurav bagga
yuva,2004,161,"Action, Drama, Thriller",7.4,8588,Mani Ratnam,ajay devgn,abhishek bachchan,rani mukerji
yuvraaj,1979,154,"Action, Adventure, Drama",4.8,50,Ramanna T.R.,vinod khanna,neetu singh,kabir bedi
yuvvraaj,2008,151,"Comedy, Drama, Musical",4.1,4147,Subhash Ghai,salman khan,anil kapoor,zayed khan
zaalim,1994,131,"Action, Drama",4.9,561,Sikander Bharti,akshay kumar,madhoo,vishnuvardhan
zabardast,1985,159,"Action, Drama",5.3,101,Nasir Hussain,sanjeev kumar,sunny deol,rajiv kapoor
zahreelay,1990,163,"Action, Drama",4.6,102,Jyotin Goel,jeetendra,bhanupriya,sanjay dutt
zakhm,1998,125,Drama,7.9,3007,Mahesh Bhatt,ajay devgn,pooja bhatt,nagarjuna akkineni
zakhmi aurat,1988,132,"Drama, Thriller",6.2,59,Avtar Bhogal,dimple kapadia,raj babbar,anupam kher
zakhmi dil,1994,151,"Action, Drama, Romance",4.0,453,Raju Subramaniam,akshay kumar,ashwini bhave,ravi kishan
zakhmi rooh,1993,125,Horror,5.0,16,Pawan Kumar,moon moon sen,javed jaffrey,raj kiran
zakhmo ka hisaab,1993,131,"Action, Crime, Drama",4.7,32,Sardar Talukdar,govinda,farha naaz,kiran kumar
zalim,1980,120,"Action, Mystery",5.6,9,Babbar Subhash,leena chandavarkar,vinod khanna,pran
zalzala,1988,169,"Action, Adventure",6.0,78,Harish Shah,dharmendra,karan kapoor,shatrughan sinha
zamaana deewana,1995,162,"Action, Comedy, Drama",4.9,1925,Ramesh Sippy,jeetendra,shatrughan sinha,shah rukh khan
zamaanat,1977,127,"Action, Drama, Thriller",3.8,9,A. Salaam,jeetendra,reena roy,ranjeet
zamaane ko dikhana hai,1981,175,"Romance, Thriller",6.8,146,Nasir Hussain,rishi kapoor,padmini kolhapure,amjad khan
zamana,1985,154,"Action, Crime, Drama",6.3,47,Ramesh Talwar,rajesh khanna,rishi kapoor,poonam dhillon
zamane se kya darna,1994,172,"Action, Drama, Romance",5.5,66,Bobby Raj,sanjay dutt,raveena tandon,alok nath
zameen,2003,154,"Action, Adventure, Thriller",5.3,1468,Rohit Shetty,ajay devgn,abhishek bachchan,bipasha basu
zameen aasmaan,1972,134,"Drama, Action, Crime",6.0,18,A. Veerappan,ashok kumar,sunil dutt,rekha
zameen aasmaan,1984,133,"Family, Drama",5.5,44,Bharat Rangachary,shashi kapoor,rakhee gulzar,rekha
zameer,1975,136,"Action, Drama",6.2,342,Ravi Chopra,shammi kapoor,saira banu,amitabh bachchan
zameer,2005,137,"Drama, Romance",3.0,329,Kamal,ajay devgn,ameesha patel,mahima chaudhry
zamindar,1943,166,Mystery,3.3,6,Moti B. Gidwani,shanta apte,manorama,ghulam mohammed
zanjeer,1973,145,"Action, Crime, Drama",7.6,3729,Prakash Mehra,amitabh bachchan,jaya bachchan,pran
zanjeer,2013,137,"Action, Crime, Drama",3.2,2416,Apoorva Lakhia,ram charan,priyanka chopra jonas,sanjay dutt
zapatlela,1993,168,"Comedy, Drama, Horror",7.6,582,Mahesh Kothare,laxmikant berde,mahesh kothare,kishori ambiye
zara sambhal ke,2013,115,Drama,6.3,7,Sharadsingh Thakur,yoggitta dandaykar,esshan khan,mohini nillakant
zara si zindagi,1983,149,"Drama, Family, Romance",7.7,93,K. Balachander,kamal haasan,anita raj,arjun chakraborty
zaroorat,1972,140,Drama,6.4,14,B.R. Ishara,reena roy,vijay arora,danny denzongpa
zed plus,2014,141,Comedy,6.4,449,Chandra Prakash Dwivedi,vinod acharya,rajeev ankit,adil hussain
zeher,2005,132,"Crime, Drama, Mystery",5.4,1937,Mohit Suri,emraan hashmi,shamita shetty,udita goswami
zehreela insaan,1974,131,"Drama, Romance",7.1,81,S.R. Puttana Kanagal,rishi kapoor,moushumi chatterjee,neetu singh
zero,2018,164,"Comedy, Drama, Romance",5.4,24784,Aanand L. Rai,shah rukh khan,anushka sharma,katrina kaif
zid,1994,129,"Drama, Romance",4.7,18,Esmayeel Shroff,jay mehta,raageshwari,mala sinha
zid,2014,126,"Crime, Romance, Thriller",4.4,1105,Vivek Agnihotri,mannara chopra,karanvir sharma,shraddha das
ziddi,1964,150,"Musical, Romance",6.9,44,Pramod Chakravorty,joy mukherjee,asha parekh,mehmood
ziddi,1997,170,"Action, Drama",5.8,1551,Guddu Dhanoa,sunny deol,raveena tandon,anupam kher
zila ghaziabad,2013,142,"Action, Crime, Thriller",3.6,1301,Kumar Anand,kushagra anand,vivek oberoi,usman rao
zimbo,1958,142,"Adventure, Drama, Thriller",4.8,9,Homi Wadia,chitra,azaad irani,krishna kumari
zimbo shaher mein,1960,136,Drama,5.3,6,Nanabhai Bhatt,chitra,azaad irani,master bhagwan
zinda,2006,116,"Action, Drama, Mystery",4.9,3314,Sanjay Gupta,sanjay dutt,john abraham,lara dutta
zinda dil,1975,125,"Action, Romance",7.1,51,Sikandar Khanna,rishi kapoor,neetu singh,zaheera
zinda laash,1986,112,Drama,3.9,9,Manmohan Sabir,aakash,akashdeep,birbal
